symbol	date	closing_price
AAPL	2005-12-19	9.66
AAPL	2005-12-16	9.62
AAPL	2005-12-15	9.76
AAPL	2005-12-14	9.74
AAPL	2005-12-13	10.14
AAPL	2005-12-12	10.13
AAPL	2005-12-09	10.06
AAPL	2005-12-08	10.02
AAPL	2005-12-07	10
AAPL	2005-12-06	10.02
AAPL	2005-12-05	9.72
AAPL	2005-12-02	9.83
AAPL	2005-12-01	9.69
AAPL	2005-11-30	9.17
AAPL	2005-11-29	9.21
AAPL	2005-11-28	9.42
AAPL	2005-11-25	9.38
AAPL	2005-11-23	9.08
AAPL	2005-11-22	9
AAPL	2005-11-21	8.79
AAPL	2005-11-18	8.73
AAPL	2005-11-17	8.73
AAPL	2005-11-16	8.79
AAPL	2005-11-15	8.43
AAPL	2005-11-14	8.31
AAPL	2005-11-11	8.33
AAPL	2005-11-10	8.28
AAPL	2005-11-09	8.13
AAPL	2005-11-08	8.1
AAPL	2005-11-07	8.15
AAPL	2005-11-04	8.27
AAPL	2005-11-03	8.37
AAPL	2005-11-02	8.11
AAPL	2005-11-01	7.78
AAPL	2005-10-31	7.79
AAPL	2005-10-28	7.37
AAPL	2005-10-27	7.5
AAPL	2005-10-26	7.72
AAPL	2005-10-25	7.59
AAPL	2005-10-24	7.68
AAPL	2005-10-21	7.53
AAPL	2005-10-20	7.59
AAPL	2005-10-19	7.43
AAPL	2005-10-18	7.06
AAPL	2005-10-17	7.23
AAPL	2005-10-14	7.31
AAPL	2005-10-13	7.27
AAPL	2005-10-12	6.66
AAPL	2005-10-11	6.98
AAPL	2005-10-10	6.81
AAPL	2005-10-07	6.94
AAPL	2005-10-06	6.99
AAPL	2005-10-05	7.14
AAPL	2005-10-04	7.27
AAPL	2005-10-03	7.36
AAPL	2005-09-30	7.25
AAPL	2005-09-29	7.08
AAPL	2005-09-28	6.91
AAPL	2005-09-27	7.23
AAPL	2005-09-26	7.28
AAPL	2005-09-23	7.2
AAPL	2005-09-22	7.02
AAPL	2005-09-21	7.05
AAPL	2005-09-20	7.2
AAPL	2005-09-19	7.12
AAPL	2005-09-16	6.93
AAPL	2005-09-15	6.75
AAPL	2005-09-14	6.71
AAPL	2005-09-13	6.88
AAPL	2005-09-12	6.95
AAPL	2005-09-09	6.94
AAPL	2005-09-08	6.73
AAPL	2005-09-07	6.59
AAPL	2005-09-06	6.6
AAPL	2005-09-02	6.25
AAPL	2005-09-01	6.26
AAPL	2005-08-31	6.34
AAPL	2005-08-30	6.3
AAPL	2005-08-29	6.2
AAPL	2005-08-26	6.19
AAPL	2005-08-25	6.23
AAPL	2005-08-24	6.19
AAPL	2005-08-23	6.19
AAPL	2005-08-22	6.21
AAPL	2005-08-19	6.2
AAPL	2005-08-18	6.26
AAPL	2005-08-17	6.38
AAPL	2005-08-16	6.26
AAPL	2005-08-15	6.45
AAPL	2005-08-12	6.24
AAPL	2005-08-11	5.95
AAPL	2005-08-10	5.87
AAPL	2005-08-09	5.93
AAPL	2005-08-08	5.77
AAPL	2005-08-05	5.82
AAPL	2005-08-04	5.78
AAPL	2005-08-03	5.85
AAPL	2005-08-02	5.84
AAPL	2005-08-01	5.78
AAPL	2005-07-29	5.77
AAPL	2005-07-28	5.93
AAPL	2005-07-27	5.95
AAPL	2005-07-26	5.9
AAPL	2005-07-25	5.93
AAPL	2005-07-22	5.95
AAPL	2005-07-21	5.86
AAPL	2005-07-20	5.9
AAPL	2005-07-19	5.84
AAPL	2005-07-18	5.61
AAPL	2005-07-15	5.62
AAPL	2005-07-14	5.51
AAPL	2005-07-13	5.19
AAPL	2005-07-12	5.17
AAPL	2005-07-11	5.15
AAPL	2005-07-08	5.17
AAPL	2005-07-07	5.09
AAPL	2005-07-06	5.06
AAPL	2005-07-05	5.14
AAPL	2005-07-01	4.94
AAPL	2005-06-30	4.98
AAPL	2005-06-29	4.92
AAPL	2005-06-28	5.05
AAPL	2005-06-27	5.02
AAPL	2005-06-24	5.11
AAPL	2005-06-23	5.26
AAPL	2005-06-22	5.22
AAPL	2005-06-21	5.12
AAPL	2005-06-20	5.09
AAPL	2005-06-17	5.18
AAPL	2005-06-16	5.14
AAPL	2005-06-15	5.02
AAPL	2005-06-14	4.87
AAPL	2005-06-13	4.86
AAPL	2005-06-10	4.84
AAPL	2005-06-09	5.09
AAPL	2005-06-08	4.99
AAPL	2005-06-07	4.94
AAPL	2005-06-06	5.13
AAPL	2005-06-03	5.17
AAPL	2005-06-02	5.42
AAPL	2005-06-01	5.45
AAPL	2005-05-31	5.38
AAPL	2005-05-27	5.49
AAPL	2005-05-26	5.51
AAPL	2005-05-25	5.38
AAPL	2005-05-24	5.37
AAPL	2005-05-23	5.38
AAPL	2005-05-20	5.08
AAPL	2005-05-19	5.08
AAPL	2005-05-18	4.85
AAPL	2005-05-17	4.78
AAPL	2005-05-16	4.81
AAPL	2005-05-13	4.7
AAPL	2005-05-12	4.62
AAPL	2005-05-11	4.82
AAPL	2005-05-10	4.93
AAPL	2005-05-09	5
AAPL	2005-05-06	5.04
AAPL	2005-05-05	4.96
AAPL	2005-05-04	5.03
AAPL	2005-05-03	4.9
AAPL	2005-05-02	4.93
AAPL	2005-04-29	4.88
AAPL	2005-04-28	4.81
AAPL	2005-04-27	4.86
AAPL	2005-04-26	4.9
AAPL	2005-04-25	5
AAPL	2005-04-22	4.8
AAPL	2005-04-21	5.03
AAPL	2005-04-20	4.8
AAPL	2005-04-19	5.02
AAPL	2005-04-18	4.82
AAPL	2005-04-15	4.78
AAPL	2005-04-14	5.04
AAPL	2005-04-13	5.55
AAPL	2005-04-12	5.77
AAPL	2005-04-11	5.67
AAPL	2005-04-08	5.92
AAPL	2005-04-07	5.89
AAPL	2005-04-06	5.73
AAPL	2005-04-05	5.67
AAPL	2005-04-04	5.56
AAPL	2005-04-01	5.53
AAPL	2005-03-31	5.64
AAPL	2005-03-30	5.79
AAPL	2005-03-29	5.65
AAPL	2005-03-28	5.75
AAPL	2005-03-24	5.75
AAPL	2005-03-23	5.76
AAPL	2005-03-22	5.79
AAPL	2005-03-21	5.91
AAPL	2005-03-18	5.81
AAPL	2005-03-17	5.72
AAPL	2005-03-16	5.57
AAPL	2005-03-15	5.54
AAPL	2005-03-14	5.45
AAPL	2005-03-11	5.45
AAPL	2005-03-10	5.39
AAPL	2005-03-09	5.32
AAPL	2005-03-08	5.48
AAPL	2005-03-07	5.78
AAPL	2005-03-04	5.79
AAPL	2005-03-03	5.65
AAPL	2005-03-02	5.97
AAPL	2005-03-01	6.02
AAPL	2005-02-28	6.07
AAPL	2005-02-25	6.02
AAPL	2005-02-24	6.02
AAPL	2005-02-23	5.97
AAPL	2005-02-22	5.77
AAPL	2005-02-18	5.87
AAPL	2005-02-17	5.94
AAPL	2005-02-16	6.1
AAPL	2005-02-15	5.98
AAPL	2005-02-14	5.72
AAPL	2005-02-11	5.49
AAPL	2005-02-10	5.3
AAPL	2005-02-09	5.33
AAPL	2005-02-08	5.47
AAPL	2005-02-07	5.34
AAPL	2005-02-04	5.33
AAPL	2005-02-03	5.26
AAPL	2005-02-02	5.39
AAPL	2005-02-01	5.24
AAPL	2005-01-31	5.2
AAPL	2005-01-28	5
AAPL	2005-01-27	4.91
AAPL	2005-01-26	4.89
AAPL	2005-01-25	4.87
AAPL	2005-01-24	4.79
AAPL	2005-01-21	4.77
AAPL	2005-01-20	4.77
AAPL	2005-01-19	4.73
AAPL	2005-01-18	4.78
AAPL	2005-01-14	4.75
AAPL	2005-01-13	4.72
AAPL	2005-01-12	4.43
AAPL	2005-01-11	4.37
AAPL	2005-01-10	4.66
AAPL	2005-01-07	4.68
AAPL	2005-01-06	4.37
AAPL	2005-01-05	4.36
AAPL	2005-01-04	4.32
AAPL	2005-01-03	4.28
AAPL	2004-12-31	4.36
AAPL	2004-12-30	4.38
AAPL	2004-12-29	4.36
AAPL	2004-12-28	4.34
AAPL	2004-12-27	4.27
AAPL	2004-12-23	4.33
AAPL	2004-12-22	4.31
AAPL	2004-12-21	4.31
AAPL	2004-12-20	4.24
AAPL	2004-12-17	4.4
AAPL	2004-12-16	4.5
AAPL	2004-12-15	4.41
AAPL	2004-12-14	4.42
AAPL	2004-12-13	4.39
AAPL	2004-12-10	4.41
AAPL	2004-12-09	4.33
AAPL	2004-12-08	4.28
AAPL	2004-12-07	4.25
AAPL	2004-12-06	4.45
AAPL	2004-12-03	4.24
AAPL	2004-12-02	4.41
AAPL	2004-12-01	4.59
AAPL	2004-11-30	4.54
AAPL	2004-11-29	4.63
AAPL	2004-11-26	4.37
AAPL	2004-11-24	4.33
AAPL	2004-11-23	4.14
AAPL	2004-11-22	4.15
AAPL	2004-11-19	3.73
AAPL	2004-11-18	3.75
AAPL	2004-11-17	3.71
AAPL	2004-11-16	3.72
AAPL	2004-11-15	3.74
AAPL	2004-11-12	3.75
AAPL	2004-11-11	3.74
AAPL	2004-11-10	3.7
AAPL	2004-11-09	3.66
AAPL	2004-11-08	3.68
AAPL	2004-11-05	3.7
AAPL	2004-11-04	3.68
AAPL	2004-11-03	3.74
AAPL	2004-11-02	3.62
AAPL	2004-11-01	3.55
AAPL	2004-10-29	3.54
AAPL	2004-10-28	3.53
AAPL	2004-10-27	3.4
AAPL	2004-10-26	3.24
AAPL	2004-10-25	3.22
AAPL	2004-10-22	3.21
AAPL	2004-10-21	3.24
AAPL	2004-10-20	3.21
AAPL	2004-10-19	3.21
AAPL	2004-10-18	3.23
AAPL	2004-10-15	3.08
AAPL	2004-10-14	3.04
AAPL	2004-10-13	2.69
AAPL	2004-10-12	2.59
AAPL	2004-10-11	2.61
AAPL	2004-10-08	2.64
AAPL	2004-10-07	2.68
AAPL	2004-10-06	2.75
AAPL	2004-10-05	2.66
AAPL	2004-10-04	2.62
AAPL	2004-10-01	2.62
AAPL	2004-09-30	2.62
AAPL	2004-09-29	2.62
AAPL	2004-09-28	2.57
AAPL	2004-09-27	2.54
AAPL	2004-09-24	2.52
AAPL	2004-09-23	2.52
AAPL	2004-09-22	2.5
AAPL	2004-09-21	2.57
AAPL	2004-09-20	2.55
AAPL	2004-09-17	2.51
AAPL	2004-09-16	2.46
AAPL	2004-09-15	2.38
AAPL	2004-09-14	2.4
AAPL	2004-09-13	2.41
AAPL	2004-09-10	2.43
AAPL	2004-09-09	2.41
AAPL	2004-09-08	2.46
AAPL	2004-09-07	2.42
AAPL	2004-09-03	2.38
AAPL	2004-09-02	2.41
AAPL	2004-09-01	2.43
AAPL	2004-08-31	2.33
AAPL	2004-08-30	2.31
AAPL	2004-08-27	2.32
AAPL	2004-08-26	2.34
AAPL	2004-08-25	2.24
AAPL	2004-08-24	2.16
AAPL	2004-08-23	2.1
AAPL	2004-08-20	2.08
AAPL	2004-08-19	2.08
AAPL	2004-08-18	2.15
AAPL	2004-08-17	2.09
AAPL	2004-08-16	2.08
AAPL	2004-08-13	2.09
AAPL	2004-08-12	2.05
AAPL	2004-08-11	2.1
AAPL	2004-08-10	2.13
AAPL	2004-08-09	2.05
AAPL	2004-08-06	2.01
AAPL	2004-08-05	2.12
AAPL	2004-08-04	2.15
AAPL	2004-08-03	2.12
AAPL	2004-08-02	2.14
AAPL	2004-07-30	2.19
AAPL	2004-07-29	2.21
AAPL	2004-07-28	2.18
AAPL	2004-07-27	2.19
AAPL	2004-07-26	2.11
AAPL	2004-07-23	2.08
AAPL	2004-07-22	2.14
AAPL	2004-07-21	2.14
AAPL	2004-07-20	2.18
AAPL	2004-07-19	2.16
AAPL	2004-07-16	2.18
AAPL	2004-07-15	2.23
AAPL	2004-07-14	2
AAPL	2004-07-13	1.98
AAPL	2004-07-12	1.97
AAPL	2004-07-09	2.03
AAPL	2004-07-08	2.04
AAPL	2004-07-07	2.06
AAPL	2004-07-06	2.09
AAPL	2004-07-02	2.1
AAPL	2004-07-01	2.18
AAPL	2004-06-30	2.2
AAPL	2004-06-29	2.2
AAPL	2004-06-28	2.2
AAPL	2004-06-25	2.28
AAPL	2004-06-24	2.24
AAPL	2004-06-23	2.28
AAPL	2004-06-22	2.23
AAPL	2004-06-21	2.19
AAPL	2004-06-18	2.23
AAPL	2004-06-17	2.22
AAPL	2004-06-16	2.21
AAPL	2004-06-15	2.08
AAPL	2004-06-14	2.04
AAPL	2004-06-10	2.08
AAPL	2004-06-09	2.04
AAPL	2004-06-08	2.05
AAPL	2004-06-07	2.02
AAPL	2004-06-04	1.95
AAPL	2004-06-03	1.92
AAPL	2004-06-02	1.96
AAPL	2004-06-01	1.9
AAPL	2004-05-28	1.9
AAPL	2004-05-27	1.91
AAPL	2004-05-26	1.93
AAPL	2004-05-25	1.92
AAPL	2004-05-24	1.85
AAPL	2004-05-21	1.83
AAPL	2004-05-20	1.81
AAPL	2004-05-19	1.79
AAPL	2004-05-18	1.83
AAPL	2004-05-17	1.8
AAPL	2004-05-14	1.83
AAPL	2004-05-13	1.84
AAPL	2004-05-12	1.85
AAPL	2004-05-11	1.84
AAPL	2004-05-10	1.78
AAPL	2004-05-07	1.8
AAPL	2004-05-06	1.8
AAPL	2004-05-05	1.8
AAPL	2004-05-04	1.77
AAPL	2004-05-03	1.76
AAPL	2004-04-30	1.74
AAPL	2004-04-29	1.81
AAPL	2004-04-28	1.79
AAPL	2004-04-27	1.82
AAPL	2004-04-26	1.84
AAPL	2004-04-23	1.87
AAPL	2004-04-22	1.88
AAPL	2004-04-21	1.88
AAPL	2004-04-20	1.88
AAPL	2004-04-19	1.92
AAPL	2004-04-16	1.97
AAPL	2004-04-15	1.98
AAPL	2004-04-14	1.8
AAPL	2004-04-13	1.82
AAPL	2004-04-12	1.9
AAPL	2004-04-08	1.86
AAPL	2004-04-07	1.85
AAPL	2004-04-06	1.88
AAPL	2004-04-05	1.92
AAPL	2004-04-02	1.86
AAPL	2004-04-01	1.83
AAPL	2004-03-31	1.83
AAPL	2004-03-30	1.89
AAPL	2004-03-29	1.89
AAPL	2004-03-26	1.83
AAPL	2004-03-25	1.82
AAPL	2004-03-24	1.72
AAPL	2004-03-23	1.71
AAPL	2004-03-22	1.75
AAPL	2004-03-19	1.75
AAPL	2004-03-18	1.74
AAPL	2004-03-17	1.77
AAPL	2004-03-16	1.75
AAPL	2004-03-15	1.79
AAPL	2004-03-12	1.86
AAPL	2004-03-11	1.84
AAPL	2004-03-10	1.87
AAPL	2004-03-09	1.83
AAPL	2004-03-08	1.76
AAPL	2004-03-05	1.81
AAPL	2004-03-04	1.7
AAPL	2004-03-03	1.62
AAPL	2004-03-02	1.61
AAPL	2004-03-01	1.62
AAPL	2004-02-27	1.62
AAPL	2004-02-26	1.56
AAPL	2004-02-25	1.54
AAPL	2004-02-24	1.51
AAPL	2004-02-23	1.5
AAPL	2004-02-20	1.52
AAPL	2004-02-19	1.52
AAPL	2004-02-18	1.57
AAPL	2004-02-17	1.57
AAPL	2004-02-13	1.56
AAPL	2004-02-12	1.61
AAPL	2004-02-11	1.61
AAPL	2004-02-10	1.55
AAPL	2004-02-09	1.53
AAPL	2004-02-06	1.54
AAPL	2004-02-05	1.52
AAPL	2004-02-04	1.47
AAPL	2004-02-03	1.51
AAPL	2004-02-02	1.51
AAPL	2004-01-30	1.53
AAPL	2004-01-29	1.53
AAPL	2004-01-28	1.52
AAPL	2004-01-27	1.56
AAPL	2004-01-26	1.56
AAPL	2004-01-23	1.53
AAPL	2004-01-22	1.5
AAPL	2004-01-21	1.53
AAPL	2004-01-20	1.54
AAPL	2004-01-16	1.54
AAPL	2004-01-15	1.55
AAPL	2004-01-14	1.64
AAPL	2004-01-13	1.63
AAPL	2004-01-12	1.61
AAPL	2004-01-09	1.56
AAPL	2004-01-08	1.58
AAPL	2004-01-07	1.53
AAPL	2004-01-06	1.49
AAPL	2004-01-05	1.5
AAPL	2004-01-02	1.44
AAPL	2003-12-31	1.45
AAPL	2003-12-30	1.44
AAPL	2003-12-29	1.43
AAPL	2003-12-26	1.41
AAPL	2003-12-24	1.38
AAPL	2003-12-23	1.34
AAPL	2003-12-22	1.34
AAPL	2003-12-19	1.33
AAPL	2003-12-18	1.36
AAPL	2003-12-17	1.34
AAPL	2003-12-16	1.36
AAPL	2003-12-15	1.36
AAPL	2003-12-12	1.41
AAPL	2003-12-11	1.43
AAPL	2003-12-10	1.38
AAPL	2003-12-09	1.38
AAPL	2003-12-08	1.42
AAPL	2003-12-05	1.41
AAPL	2003-12-04	1.43
AAPL	2003-12-03	1.42
AAPL	2003-12-02	1.46
AAPL	2003-12-01	1.47
AAPL	2003-11-28	1.41
AAPL	2003-11-26	1.4
AAPL	2003-11-25	1.4
AAPL	2003-11-24	1.43
AAPL	2003-11-21	1.37
AAPL	2003-11-20	1.38
AAPL	2003-11-19	1.38
AAPL	2003-11-18	1.38
AAPL	2003-11-17	1.43
AAPL	2003-11-14	1.45
AAPL	2003-11-13	1.52
AAPL	2003-11-12	1.51
AAPL	2003-11-11	1.46
AAPL	2003-11-10	1.48
AAPL	2003-11-07	1.52
AAPL	2003-11-06	1.56
AAPL	2003-11-05	1.56
AAPL	2003-11-04	1.55
AAPL	2003-11-03	1.57
AAPL	2003-10-31	1.55
AAPL	2003-10-30	1.56
AAPL	2003-10-29	1.6
AAPL	2003-10-28	1.6
AAPL	2003-10-27	1.53
AAPL	2003-10-24	1.53
AAPL	2003-10-23	1.56
AAPL	2003-10-22	1.54
AAPL	2003-10-21	1.57
AAPL	2003-10-20	1.57
AAPL	2003-10-17	1.54
AAPL	2003-10-16	1.57
AAPL	2003-10-15	1.68
AAPL	2003-10-14	1.66
AAPL	2003-10-13	1.65
AAPL	2003-10-10	1.6
AAPL	2003-10-09	1.59
AAPL	2003-10-08	1.56
AAPL	2003-10-07	1.57
AAPL	2003-10-06	1.51
AAPL	2003-10-03	1.47
AAPL	2003-10-02	1.39
AAPL	2003-10-01	1.41
AAPL	2003-09-30	1.4
AAPL	2003-09-29	1.44
AAPL	2003-09-26	1.4
AAPL	2003-09-25	1.38
AAPL	2003-09-24	1.44
AAPL	2003-09-23	1.52
AAPL	2003-09-22	1.49
AAPL	2003-09-19	1.53
AAPL	2003-09-18	1.55
AAPL	2003-09-17	1.5
AAPL	2003-09-16	1.51
AAPL	2003-09-15	1.5
AAPL	2003-09-12	1.56
AAPL	2003-09-11	1.53
AAPL	2003-09-10	1.5
AAPL	2003-09-09	1.51
AAPL	2003-09-08	1.54
AAPL	2003-09-05	1.52
AAPL	2003-09-04	1.54
AAPL	2003-09-03	1.55
AAPL	2003-09-02	1.55
AAPL	2003-08-29	1.53
AAPL	2003-08-28	1.5
AAPL	2003-08-27	1.45
AAPL	2003-08-26	1.42
AAPL	2003-08-25	1.41
AAPL	2003-08-22	1.41
AAPL	2003-08-21	1.47
AAPL	2003-08-20	1.42
AAPL	2003-08-19	1.37
AAPL	2003-08-18	1.38
AAPL	2003-08-15	1.33
AAPL	2003-08-14	1.35
AAPL	2003-08-13	1.37
AAPL	2003-08-12	1.33
AAPL	2003-08-11	1.33
AAPL	2003-08-08	1.33
AAPL	2003-08-07	1.35
AAPL	2003-08-06	1.33
AAPL	2003-08-05	1.38
AAPL	2003-08-04	1.43
AAPL	2003-08-01	1.4
AAPL	2003-07-31	1.43
AAPL	2003-07-30	1.37
AAPL	2003-07-29	1.4
AAPL	2003-07-28	1.42
AAPL	2003-07-25	1.46
AAPL	2003-07-24	1.39
AAPL	2003-07-23	1.41
AAPL	2003-07-22	1.41
AAPL	2003-07-21	1.39
AAPL	2003-07-18	1.41
AAPL	2003-07-17	1.41
AAPL	2003-07-16	1.34
AAPL	2003-07-15	1.33
AAPL	2003-07-14	1.35
AAPL	2003-07-11	1.34
AAPL	2003-07-10	1.32
AAPL	2003-07-09	1.35
AAPL	2003-07-08	1.38
AAPL	2003-07-07	1.34
AAPL	2003-07-03	1.29
AAPL	2003-07-02	1.3
AAPL	2003-07-01	1.29
AAPL	2003-06-30	1.29
AAPL	2003-06-27	1.27
AAPL	2003-06-26	1.3
AAPL	2003-06-25	1.29
AAPL	2003-06-24	1.27
AAPL	2003-06-23	1.29
AAPL	2003-06-20	1.3
AAPL	2003-06-19	1.29
AAPL	2003-06-18	1.29
AAPL	2003-06-17	1.23
AAPL	2003-06-16	1.24
AAPL	2003-06-13	1.18
AAPL	2003-06-12	1.2
AAPL	2003-06-11	1.18
AAPL	2003-06-10	1.16
AAPL	2003-06-09	1.14
AAPL	2003-06-06	1.16
AAPL	2003-06-05	1.19
AAPL	2003-06-04	1.19
AAPL	2003-06-03	1.17
AAPL	2003-06-02	1.18
AAPL	2003-05-30	1.21
AAPL	2003-05-29	1.22
AAPL	2003-05-28	1.24
AAPL	2003-05-27	1.28
AAPL	2003-05-23	1.24
AAPL	2003-05-22	1.23
AAPL	2003-05-21	1.21
AAPL	2003-05-20	1.2
AAPL	2003-05-19	1.22
AAPL	2003-05-16	1.27
AAPL	2003-05-15	1.27
AAPL	2003-05-14	1.25
AAPL	2003-05-13	1.26
AAPL	2003-05-12	1.26
AAPL	2003-05-09	1.24
AAPL	2003-05-08	1.22
AAPL	2003-05-07	1.19
AAPL	2003-05-06	1.18
AAPL	2003-05-05	1.09
AAPL	2003-05-02	0.98
AAPL	2003-05-01	0.97
AAPL	2003-04-30	0.96
AAPL	2003-04-29	0.95
AAPL	2003-04-28	0.94
AAPL	2003-04-25	0.9
AAPL	2003-04-24	0.91
AAPL	2003-04-23	0.92
AAPL	2003-04-22	0.91
AAPL	2003-04-21	0.89
AAPL	2003-04-17	0.89
AAPL	2003-04-16	0.9
AAPL	2003-04-15	0.91
AAPL	2003-04-14	0.92
AAPL	2003-04-11	0.89
AAPL	2003-04-10	0.97
AAPL	2003-04-09	0.96
AAPL	2003-04-08	0.98
AAPL	2003-04-07	0.98
AAPL	2003-04-04	0.97
AAPL	2003-04-03	0.98
AAPL	2003-04-02	0.99
AAPL	2003-04-01	0.96
AAPL	2003-03-31	0.96
AAPL	2003-03-28	0.99
AAPL	2003-03-27	0.98
AAPL	2003-03-26	0.97
AAPL	2003-03-25	0.98
AAPL	2003-03-24	0.97
AAPL	2003-03-21	1.01
AAPL	2003-03-20	1.01
AAPL	2003-03-19	1.01
AAPL	2003-03-18	1.01
AAPL	2003-03-17	1.02
AAPL	2003-03-14	1
AAPL	2003-03-13	1
AAPL	2003-03-12	0.96
AAPL	2003-03-11	0.96
AAPL	2003-03-10	0.97
AAPL	2003-03-07	0.98
AAPL	2003-03-06	0.98
AAPL	2003-03-05	0.99
AAPL	2003-03-04	0.98
AAPL	2003-03-03	0.99
AAPL	2003-02-28	1.02
AAPL	2003-02-27	1.01
AAPL	2003-02-26	0.98
AAPL	2003-02-25	1.02
AAPL	2003-02-24	1
AAPL	2003-02-21	1.01
AAPL	2003-02-20	1
AAPL	2003-02-19	1
AAPL	2003-02-18	1.03
AAPL	2003-02-14	0.99
AAPL	2003-02-13	0.98
AAPL	2003-02-12	0.97
AAPL	2003-02-11	0.97
AAPL	2003-02-10	0.97
AAPL	2003-02-07	0.96
AAPL	2003-02-06	0.98
AAPL	2003-02-05	0.98
AAPL	2003-02-04	0.99
AAPL	2003-02-03	0.99
AAPL	2003-01-31	0.97
AAPL	2003-01-30	0.97
AAPL	2003-01-29	1.01
AAPL	2003-01-28	0.99
AAPL	2003-01-27	0.96
AAPL	2003-01-24	0.93
AAPL	2003-01-23	0.96
AAPL	2003-01-22	0.94
AAPL	2003-01-21	0.95
AAPL	2003-01-17	0.95
AAPL	2003-01-16	0.99
AAPL	2003-01-15	0.98
AAPL	2003-01-14	0.99
AAPL	2003-01-13	0.99
AAPL	2003-01-10	1
AAPL	2003-01-09	0.99
AAPL	2003-01-08	0.98
AAPL	2003-01-07	1
AAPL	2003-01-06	1.01
AAPL	2003-01-03	1.01
AAPL	2003-01-02	1
AAPL	2002-12-31	0.97
AAPL	2002-12-30	0.95
AAPL	2002-12-27	0.95
AAPL	2002-12-26	0.97
AAPL	2002-12-24	0.97
AAPL	2002-12-23	0.98
AAPL	2002-12-20	0.96
AAPL	2002-12-19	0.96
AAPL	2002-12-18	0.99
AAPL	2002-12-17	1.02
AAPL	2002-12-16	1
AAPL	2002-12-13	1
AAPL	2002-12-12	1.03
AAPL	2002-12-11	1.05
AAPL	2002-12-10	1.03
AAPL	2002-12-09	1
AAPL	2002-12-06	1.01
AAPL	2002-12-05	0.99
AAPL	2002-12-04	1.01
AAPL	2002-12-03	1.03
AAPL	2002-12-02	1.03
AAPL	2002-11-29	1.05
AAPL	2002-11-27	1.06
AAPL	2002-11-26	1.04
AAPL	2002-11-25	1.08
AAPL	2002-11-22	1.08
AAPL	2002-11-21	1.11
AAPL	2002-11-20	1.05
AAPL	2002-11-19	1.03
AAPL	2002-11-18	1.06
AAPL	2002-11-15	1.08
AAPL	2002-11-14	1.1
AAPL	2002-11-13	1.05
AAPL	2002-11-12	1.06
AAPL	2002-11-11	1.03
AAPL	2002-11-08	1.07
AAPL	2002-11-07	1.08
AAPL	2002-11-06	1.16
AAPL	2002-11-05	1.14
AAPL	2002-11-04	1.14
AAPL	2002-11-01	1.11
AAPL	2002-10-31	1.09
AAPL	2002-10-30	1.08
AAPL	2002-10-29	1.04
AAPL	2002-10-28	1.06
AAPL	2002-10-25	1.04
AAPL	2002-10-24	0.99
AAPL	2002-10-23	1.01
AAPL	2002-10-22	0.99
AAPL	2002-10-21	0.98
AAPL	2002-10-18	0.97
AAPL	2002-10-17	0.95
AAPL	2002-10-16	0.98
AAPL	2002-10-15	1.03
AAPL	2002-10-14	1
AAPL	2002-10-11	0.98
AAPL	2002-10-10	0.95
AAPL	2002-10-09	0.92
AAPL	2002-10-08	0.93
AAPL	2002-10-07	0.93
AAPL	2002-10-04	0.95
AAPL	2002-10-03	0.97
AAPL	2002-10-02	0.96
AAPL	2002-10-01	0.98
AAPL	2002-09-30	0.98
AAPL	2002-09-27	1
AAPL	2002-09-26	0.99
AAPL	2002-09-25	1.01
AAPL	2002-09-24	0.99
AAPL	2002-09-23	1
AAPL	2002-09-20	1.01
AAPL	2002-09-19	0.99
AAPL	2002-09-18	1.02
AAPL	2002-09-17	1
AAPL	2002-09-16	0.98
AAPL	2002-09-13	0.96
AAPL	2002-09-12	0.96
AAPL	2002-09-11	0.97
AAPL	2002-09-10	0.97
AAPL	2002-09-09	0.97
AAPL	2002-09-06	0.97
AAPL	2002-09-05	0.96
AAPL	2002-09-04	0.98
AAPL	2002-09-03	0.95
AAPL	2002-08-30	1
AAPL	2002-08-29	0.99
AAPL	2002-08-28	0.99
AAPL	2002-08-27	1
AAPL	2002-08-26	1.05
AAPL	2002-08-23	1.06
AAPL	2002-08-22	1.08
AAPL	2002-08-21	1.09
AAPL	2002-08-20	1.08
AAPL	2002-08-19	1.08
AAPL	2002-08-16	1.07
AAPL	2002-08-15	1.06
AAPL	2002-08-14	1.03
AAPL	2002-08-13	0.99
AAPL	2002-08-12	1.01
AAPL	2002-08-09	1.01
AAPL	2002-08-08	1.03
AAPL	2002-08-07	1.02
AAPL	2002-08-06	1
AAPL	2002-08-05	0.95
AAPL	2002-08-02	0.98
AAPL	2002-08-01	1
AAPL	2002-07-31	1.03
AAPL	2002-07-30	1.04
AAPL	2002-07-29	1.02
AAPL	2002-07-26	0.97
AAPL	2002-07-25	0.97
AAPL	2002-07-24	1.03
AAPL	2002-07-23	0.98
AAPL	2002-07-22	1.01
AAPL	2002-07-19	1.01
AAPL	2002-07-18	1.01
AAPL	2002-07-17	1.06
AAPL	2002-07-16	1.21
AAPL	2002-07-15	1.23
AAPL	2002-07-12	1.18
AAPL	2002-07-11	1.24
AAPL	2002-07-10	1.17
AAPL	2002-07-09	1.19
AAPL	2002-07-08	1.22
AAPL	2002-07-05	1.27
AAPL	2002-07-03	1.19
AAPL	2002-07-02	1.15
AAPL	2002-07-01	1.15
AAPL	2002-06-28	1.2
